"ID"	"CLONEID"	"GSE22133_hitBLAT"	"GSE22133_geneSymbol"	"GSE22133_description"
"5933"	"H200020050"	"uc002myk.1"	"BC011648"	"BC011648 : Homo sapiens cDNA clone IMAGE:4303615, partial cds."
"5939"	"H200020122"	"uc001odv.1"	"CR607557"	"CR607557 : full-length cDNA clone CL0BA010ZF04 of Placenta of Homo sapiens (human)."
"5943"	"H200020080"	"NM_182705"	"FAM101B"	"FAM101B : hypothetical protein LOC359845"
"5945"	"H200020104"	"NM_000983"	"RPL22"	"RPL22 : ribosomal protein L22 proprotein"
"5946"	"H200020888"	"uc001pfi.1"	"AK055250"	"AK055250 : Homo sapiens cDNA FLJ30688 fis, clone FCBBF2000473."
"5958"	"H200018958"	"NM_176877"	"INADL"	"INADL : InaD-like protein"
"5959"	"H200018198"	"NM_030777"	"SLC2A10"	"SLC2A10 : solute carrier family 2 member 10"
"5962"	"H200018916"	"NM_144568"	"TMEM55B"	"TMEM55B : transmembrane protein 55B"
"5963"	"H200018156"	"NM_017413"	"APLN"	"APLN : apelin preproprotein"
"5966"	"H200018964"	"NM_014552"	"GRHL1"	"GRHL1 : leader-binding protein 32 isoform 1"
"5967"	"H200018204"	"NM_013336"	"SEC61A1"	"SEC61A1 : Sec61 alpha 1 subunit"
"5968"	"H200018988"	"NM_032233"	"SETD3"	"SETD3 : SET domain containing 3 isoform a"
"5969"	"H200018228"	"NM_024503"	"HIVEP3"	"HIVEP3 : human immunodeficiency virus type I enhancer"
"5978"	"H200019296"	"NM_033213"	"ZNF670"	"ZNF670 : zinc finger protein 670"
"5982"	"H200019344"	"NM_003491"	"ARD1A"	"ARD1A : N-acetyltransferase, homolog of S. cerevisiae"
"5985"	"H200016256"	"NM_003144"	"SSR1"	"SSR1 : signal sequence receptor, alpha"
"5991"	"H200016328"	"NM_014506"	"TOR1B"	"TOR1B : torsin family 1, member B (torsin B)"
"6001"	"H200016636"	"NM_020710"	"LRRC47"	"LRRC47 : leucine rich repeat containing 47"
"6004"	"H200017444"	"NM_015965"	"NDUFA13"	"NDUFA13 : cell death-regulatory protein GRIM19"
"6006"	"H200017468"	"NM_012207"	"HNRPH3"	"HNRPH3 : heterogeneous nuclear ribonucleoprotein H3"
"6007"	"H200016708"	"NM_017738"	"C9orf39"	"C9orf39 : hypothetical protein LOC54875"
"6009"	"H200017010"	"NM_006893"	"LGTN"	"LGTN : ligatin"
"6016"	"H200017776"	"NM_017801"	"CMTM6"	"CMTM6 : CKLF-like MARVEL transmembrane domain containing"
"6018"	"H200017800"	"NM_020158"	"EXOSC5"	"EXOSC5 : exosome component Rrp46"
"6019"	"H200014778"	"NM_007101"	"SARDH"	"SARDH : sarcosine dehydrogenase"
"6020"	"H200015562"	"NM_206909"	"PSD3"	"PSD3 : ADP-ribosylation factor guanine nucleotide"
"6027"	"H200014784"	"uc001wtk.1"	"GARNL1"	"GARNL1 : GTPase activating Rap/RanGAP domain-like 1"
"6028"	"H200015568"	"NM_018475"	"TPARL"	"TPARL : TPA regulated locus"
"6029"	"H200014808"	"NM_004627"	"WRB"	"WRB : tryptophan rich basic protein"
"6033"	"H200015134"	"NM_005099"	"ADAMTS4"	"ADAMTS4 : ADAM metallopeptidase with thrombospondin type 1"
"6039"	"H200015116"	"NM_005902"	"SMAD3"	"SMAD3 : mothers against decapentaplegic homolog 3"
"6044"	"H200015948"	"NM_013941"	"OR10C1"	"OR10C1 : olfactory receptor, family 10, subfamily C,"
"6045"	"H200015188"	"uc002orr.1"	"DMRTC2"	"DMRTC2 : Homo sapiens partial mRNA for Doublesex-mab-3 (DM) domain, (DMRTC2 gene)."
"6046"	"H200016250"	"NM_015888"	"HOOK1"	"HOOK1 : hook homolog 1"
"6048"	"H200016274"	"NM_005135"	"SLC12A6"	"SLC12A6 : solute carrier family 12, member 6 isoform b"
"6049"	"H200015514"	"NM_000239"	"LYZ"	"LYZ : lysozyme precursor"
"6052"	"H200016322"	"NM_014246"	"CELSR1"	"CELSR1 : cadherin EGF LAG seven-pass G-type receptor 1"
"6053"	"H200013210"	"NM_006475"	"POSTN"	"POSTN : periostin, osteoblast specific factor"
"6054"	"H200013994"	"NM_002613"	"PDPK1"	"PDPK1 : 3-phosphoinositide dependent protein kinase-1"
"6055"	"H200013234"	"uc002zez.1"	"AK057275"	"AK057275 : Homo sapiens cDNA FLJ32713 fis, clone TESTI2000756."
"6058"	"H200014042"	"NM_005642"	"TAF7"	"TAF7 : TATA box-binding protein-associated factor 2F"
"6060"	"H200013976"	"uc001ubi.1"	"KIAA1076"	"KIAA1076 : Homo sapiens mRNA for KIAA1076 protein, partial cds."
"6066"	"H200014048"	"NM_144732"	"HNRPUL1"	"HNRPUL1 : E1B-55kDa-associated protein 5 isoform d"
"6069"	"H200013590"	"NM_002105"	"H2AFX"	"H2AFX : H2A histone family, member X"
"6072"	"H200014398"	"NM_004586"	"RPS6KA3"	"RPS6KA3 : ribosomal protein S6 kinase, 90kDa, polypeptide"
"6075"	"H200013662"	"NM_019590"	"KIAA1217"	"KIAA1217 : hypothetical protein LOC56243"
"6077"	"H200013596"	"NM_001008392"	"CTDSPL"	"CTDSPL : small CTD phosphatase 3 isoform 1"
"6084"	"H200014730"	"NM_000294"	"PHKG2"	"PHKG2 : phosphorylase kinase, gamma 2 (testis)"
"6090"	"H200012450"	"NM_006351"	"TIMM44"	"TIMM44 : translocase of inner mitochondrial membrane 44"
"6091"	"H200011690"	"NM_000943"	"PPIC"	"PPIC : peptidylprolyl isomerase C"
"6095"	"H200011738"	"NM_022835"	"PLEKHG2"	"PLEKHG2 : pleckstrin homology domain containing, family G"
"6096"	"H200012522"	"NM_014470"	"RND1"	"RND1 : GTP-binding protein RHO6"
"6097"	"H200011762"	"NM_001012514"	"ITM2C"	"ITM2C : integral membrane protein 2C isoform 3"
"6100"	"H200012480"	"NM_014419"	"DKKL1"	"DKKL1 : dickkopf-like 1 (soggy) precursor"
"6110"	"H200012878"	"NM_001001484"	"PTER"	"PTER : phosphotriesterase related"
"6112"	"H200012902"	"NM_020901"	"KIAA1542"	"KIAA1542 : CTD-binding SR-like protein rA9"
"6113"	"H200012142"	"NM_012248"	"SEPHS2"	"SEPHS2 : selenophosphate synthetase 2"
"6117"	"H200012100"	"NM_152999"	"STEAP2"	"STEAP2 : six transmembrane epithelial antigen of the"
"6118"	"H200012884"	"NM_153460"	"IL17RC"	"IL17RC : interleukin 17 receptor C isoform 2 precursor"
"6124"	"H200010604"	"NM_005780"	"LHFP"	"LHFP : lipoma HMGIC fusion partner"
"6126"	"H200010628"	"NM_005014"	"OMD"	"OMD : osteomodulin"
"6130"	"H200010954"	"NM_138460"	"CMTM5"	"CMTM5 : chemokine-like factor superfamily 5 isoform a"
"6132"	"H200010978"	"NM_138959"	"VANGL1"	"VANGL1 : vang-like 1"
"6135"	"H200010242"	"NM_001335"	"CTSW"	"CTSW : cathepsin W preproprotein"
"6136"	"H200010936"	"NM_005194"	"CEBPB"	"CEBPB : CCAAT/enhancer binding protein beta"
"6137"	"H200010176"	"NM_017988"	"SCYL2"	"SCYL2 : SCY1-like 2 protein"
"6138"	"H200010960"	"NM_005221"	"DLX5"	"DLX5 : distal-less homeobox 5"
"6140"	"H200010984"	"uc003xhn.1"	"C8orf75"	"C8orf75 : Homo sapiens chromosome 8 open reading frame 75, mRNA (cDNA clone IMAGE:3607242), partial cds."
"6142"	"H200011008"	"NM_002301"	"LDHC"	"LDHC : lactate dehydrogenase C"
"6146"	"H200011334"	"NM_018004"	"TMEM45A"	"TMEM45A : transmembrane protein 45A"
"6147"	"H200010574"	"NM_032340"	"C6orf125"	"C6orf125 : hypothetical protein LOC84300"
"6148"	"H200011358"	"NM_178841"	"RNF166"	"RNF166 : ring finger protein 166"
"6153"	"H200010556"	"NM_020140"	"ANKS1B"	"ANKS1B : cajalin 2 isoform c"
"6165"	"H200008348"	"NM_003082"	"SNAPC1"	"SNAPC1 : small nuclear RNA activating complex,"
"6166"	"H200009410"	"NM_052860"	"ZNF300"	"ZNF300 : zinc finger protein 300"
"6172"	"H200009482"	"NM_021149"	"COTL1"	"COTL1 : coactosin-like 1"
"6174"	"H200009416"	"NM_031420"	"MRPL9"	"MRPL9 : mitochondrial ribosomal protein L9"
"6189"	"H200006750"	"NM_198595"	"AFAP1"	"AFAP1 : actin filament associated protein 1"
"6193"	"H200006798"	"NM_006225"	"PLCD1"	"PLCD1 : phospholipase C, delta 1"
"6195"	"H200006822"	"NM_002648"	"PIM1"	"PIM1 : pim-1 oncogene"
"6201"	"H200006804"	"NM_182715"	"SYPL1"	"SYPL1 : synaptophysin-like 1 isoform b"
"6202"	"H200007588"	"NM_024805"	"C18orf22"	"C18orf22 : hypothetical protein LOC79863"
"6204"	"H200007890"	"NM_014239"	"EIF2B2"	"EIF2B2 : eukaryotic translation initiation factor 2B,"
"6205"	"H200007130"	"NM_001810"	"CENPB"	"CENPB : centromere protein B"
"6207"	"H200007154"	"NM_033058"	"TRIM55"	"TRIM55 : ring finger protein 29 isoform 2"
"6208"	"H200007938"	"NM_024817"	"THSD4"	"THSD4 : thrombospondin, type I, domain containing 4"
"6211"	"H200007202"	"NM_001042600"	"MAP4K1"	"MAP4K1 : mitogen-activated protein kinase kinase kinase"
"6213"	"H200007136"	"NM_005112"	"WDR1"	"WDR1 : WD repeat-containing protein 1 isoform 2"
"6214"	"H200007920"	"NM_016475"	"C14orf100"	"C14orf100 : hypothetical protein LOC51528"
"6215"	"H200007160"	"NM_032581"	"DRCTNNB1A"	"DRCTNNB1A : down-regulated by Ctnnb1, a"
"6217"	"H200007184"	"NM_016307"	"PRRX2"	"PRRX2 : paired related homeobox 2"
"6223"	"H200004904"	"NM_022771"	"TBC1D15"	"TBC1D15 : TBC1 domain family, member 15"
"6224"	"H200005688"	"NM_018200"	"HMG20A"	"HMG20A : high-mobility group 20A"
"6225"	"H200004928"	"NM_003136"	"SRP54"	"SRP54 : signal recognition particle 54kDa"
"6226"	"H200005990"	"NM_023009"	"MARCKSL1"	"MARCKSL1 : MARCKS-like 1"
"6228"	"H200006014"	"NM_012402"	"ARFIP2"	"ARFIP2 : ADP-ribosylation factor interacting protein 2"
"6230"	"H200006038"	"NM_001039573"	"SEC14L1"	"SEC14L1 : SEC14 (S. cerevisiae)-like 1 isoform b"
"6233"	"H200005302"	"NM_032910"	"C21orf119"	"C21orf119 : hypothetical protein LOC84996"
"6234"	"H200005996"	"NM_000038"	"APC"	"APC : adenomatosis polyposis coli"
"6235"	"H200005236"	"NM_024923"	"NUP210"	"NUP210 : nucleoporin 210"
"6240"	"H200006068"	"NM_001961"	"EEF2"	"EEF2 : eukaryotic translation elongation factor 2"
"6243"	"H200005610"	"NM_032312"	"YIPF4"	"YIPF4 : Yip1 domain family, member 4"
"6246"	"H200006418"	"NM_013978"	"BNIP1"	"BNIP1 : BCL2/adenovirus E1B 19kD interacting protein 1"
"6248"	"H200006442"	"NM_022452"	"FBS1"	"FBS1 : fibrosin 1"
"6250"	"H200006376"	"NM_001664"	"RHOA"	"RHOA : ras homolog gene family, member A"
"6253"	"H200005640"	"NM_007346"	"OGFR"	"OGFR : opioid growth factor receptor"
"6254"	"H200006424"	"NM_000107"	"DDB2"	"DDB2 : damage-specific DNA binding protein 2 (48kD)"
"6256"	"H200006448"	"NM_002109"	"HARS"	"HARS : histidyl-tRNA synthetase"
"6259"	"H200003360"	"NM_032492"	"JAGN1"	"JAGN1 : jagunal homolog 1"
"6261"	"H200003384"	"NM_014813"	"LRIG2"	"LRIG2 : leucine-rich repeats and immunoglobulin-like"
"6262"	"H200004168"	"NM_004981"	"KCNJ4"	"KCNJ4 : potassium inwardly-rectifying channel J4"
"6263"	"H200003408"	"NM_005866"	"OPRS1"	"OPRS1 : opioid receptor, sigma 1 isoform 1"
"6265"	"H200003710"	"NM_052861"	"MGC21675"	"MGC21675 : hypothetical protein LOC92070"
"6270"	"H200004542"	"NM_005020"	"PDE1C"	"PDE1C : phosphodiesterase 1C, calmodulin-dependent"
"6272"	"H200004476"	"NM_017553"	"INOC1"	"INOC1 : INO80 complex homolog 1"
"6279"	"H200003788"	"NM_016059"	"PPIL1"	"PPIL1 : peptidylprolyl isomerase-like 1"
"6283"	"H200004114"	"NM_017818"	"WDR8"	"WDR8 : WD repeat domain 8 protein"
"6285"	"H200004138"	"NM_015449"	"C1orf43"	"C1orf43 : hypothetical protein LOC25912 isoform 1"
"6286"	"H200004922"	"NM_033484"	"FBXO4"	"FBXO4 : F-box only protein 4 isoform 2"
"6288"	"H200004856"	"NM_031458"	"PARP9"	"PARP9 : poly (ADP-ribose) polymerase family, member 9"
"6290"	"H200004880"	"NM_014240"	"LIMD1"	"LIMD1 : LIM domains containing 1"
"6292"	"H200002642"	"uc001mxh.1"	"TTC17"	"TTC17 : tetratricopeptide repeat domain 17"
"6293"	"H200001882"	"NM_005934"	"MLLT1"	"MLLT1 : myeloid/lymphoid or mixed-lineage leukemia"
"6295"	"H200001816"	"NM_006260"	"DNAJC3"	"DNAJC3 : DnaJ (Hsp40) homolog, subfamily C, member 3"
"6296"	"H200002600"	"NM_003335"	"UBE1L"	"UBE1L : ubiquitin-activating enzyme E1-like"
"6297"	"H200001840"	"NM_020196"	"XAB2"	"XAB2 : XPA binding protein 2"
"6299"	"H200001864"	"NM_033362"	"MRPS12"	"MRPS12 : mitochondrial ribosomal protein S12 precursor"
"6300"	"H200002648"	"uc003ckv.1"	"DKFZp434E1822"	"DKFZp434E1822 : Homo sapiens cDNA FLJ36077 fis, clone TESTI2019854."
"6306"	"H200002998"	"NM_005713"	"COL4A3BP"	"COL4A3BP : alpha 3 type IV collagen binding protein isoform"
"6309"	"H200002262"	"NM_152551"	"C6orf151"	"C6orf151 : U11/U12 snRNP 48K"
"6311"	"H200002196"	"NM_030783"	"PTDSS2"	"PTDSS2 : phosphatidylserine synthase 2"
"6313"	"H200002220"	"NM_152352"	"C18orf19"	"C18orf19 : hypothetical protein LOC125228"
"6319"	"H200002570"	"NM_001042414"	"PSPC1"	"PSPC1 : paraspeckle protein 1"
"6320"	"H200003354"	"NM_001106"	"ACVR2B"	"ACVR2B : activin A type IIB receptor precursor"
"6321"	"H200002594"	"NM_003287"	"TPD52L1"	"TPD52L1 : tumor protein D52-like 1 isoform 1"
"6322"	"H200003378"	"NM_000803"	"FOLR2"	"FOLR2 : folate receptor 2 precursor"
"6325"	"H200000290"	"NM_003291"	"TPP2"	"TPP2 : tripeptidyl peptidase II"
"6326"	"H200001074"	"NM_024063"	"SPATA5L1"	"SPATA5L1 : spermatogenesis associated 5-like 1"
"6328"	"H200001098"	"NM_014864"	"FAM20B"	"FAM20B : family with sequence similarity 20, member B"
"6330"	"H200001122"	"NM_018052"	"VAC14"	"VAC14 : Vac14 homolog"
"6331"	"H200000362"	"NM_002412"	"MGMT"	"MGMT : O-6-methylguanine-DNA methyltransferase"
"6332"	"H200001056"	"NM_001001995"	"GPM6B"	"GPM6B : glycoprotein M6B isoform 1"
"6334"	"H200001080"	"NM_005207"	"CRKL"	"CRKL : v-crk sarcoma virus CT10 oncogene homolog"
"6335"	"H200000320"	"NM_001769"	"CD9"	"CD9 : CD9 antigen"
"6336"	"H200001104"	"NM_015455"	"CNOT6"	"CNOT6 : CCR4-NOT transcription complex, subunit 6"
"6339"	"H200000368"	"NM_000142"	"FGFR3"	"FGFR3 : fibroblast growth factor receptor 3 isoform 1"
"6340"	"H200001430"	"NM_022366"	"TFB2M"	"TFB2M : transcription factor B2, mitochondrial"
"6341"	"H200000670"	"NM_003483"	"HMGA2"	"HMGA2 : high mobility group AT-hook 2 isoform a"
"6342"	"H200001454"	"NM_004117"	"FKBP5"	"FKBP5 : FK506 binding protein 5"
"6343"	"H200000694"	"NM_002677"	"PMP2"	"PMP2 : peripheral myelin protein 2"
"6344"	"H200001478"	"NM_003314"	"TTC1"	"TTC1 : tetratricopeptide repeat domain 1"
"6346"	"H200001502"	"NM_025195"	"TRIB1"	"TRIB1 : G-protein-coupled receptor induced protein"
"6349"	"H200000676"	"uc002nip.1"	"JUND"	"JUND : jun D proto-oncogene"
"6352"	"H200001484"	"NM_022733"	"SMAP1L"	"SMAP1L : stromal membrane-associated protein 1-like"
"6353"	"H200000724"	"NM_003284"	"TNP1"	"TNP1 : transition protein 1 (during histone to"
"6355"	"H200000748"	"NM_002733"	"PRKAG1"	"PRKAG1 : AMP-activated protein kinase, noncatalytic"
"6356"	"H200001810"	"NM_003737"	"DCHS1"	"DCHS1 : dachsous 1 precursor"
"6357"	"H200001050"	"NM_020122"	"KCMF1"	"KCMF1 : potassium channel modulatory factor 1"
"6358"	"H200001834"	"NM_001080485"	"ZNF275"	"ZNF275 : zinc finger protein 275"
"6392"	"H200008318"	"NM_016532"	"SKIP"	"SKIP : skeletal muscle and kidney enriched inositol"
"6951"	"H300001750"	"NM_001083900"	"DNAH10"	"DNAH10 : N/A"
"6955"	"H300002838"	"NM_173682"	"FLJ40288"	"FLJ40288 : hypothetical protein LOC286023"
"6959"	"H300007478"	"NM_001037984"	"MGC15523"	"MGC15523 : hypothetical protein LOC124565 isoform a"
"6961"	"H300009624"	"NM_175918"	"FLJ34443"	"FLJ34443 : cysteine-rich PAK1inhibitor"
"6963"	"H300007446"	"uc003izp.1"	"AK095968"	"AK095968 : Homo sapiens cDNA FLJ38649 fis, clone HHDPC2007302."
"6965"	"H300005541"	"NM_020148"	"SPIRE1"	"SPIRE1 : spire homolog 1"
"6967"	"H300003674"	"uc003yxa.1"	"LYNX1"	"LYNX1 : secreted Ly6/uPAR related protein 2 isoform b"
"6976"	"H300017253"	"NM_001008274"	"TRIM72"	"TRIM72 : tripartite motif-containing 72"
"6978"	"H300008384"	"NM_001080412"	"ZBTB38"	"ZBTB38 : zinc finger and BTB domain containing 38"
"6985"	"H300006678"	"NM_178422"	"PAQR7"	"PAQR7 : progestin and adipoQ receptor family member VII"
"6993"	"H300004737"	"uc002ozj.1"	"UNQ9366"	"UNQ9366 : Homo sapiens clone DNA211193 GPAD9366 (UNQ9366) mRNA, complete cds."
"7004"	"H300009523"	"NM_182973"	"TMPRSS9"	"TMPRSS9 : transmembrane protease, serine 9"
"7010"	"H300004873"	"NM_152592"	"C14orf49"	"C14orf49 : nesprin-3"
"7012"	"H300015245"	"NM_002127"	"HLA-G"	"HLA-G : major histocompatibility complex, class I, G"
"7017"	"H300005268"	"NM_173510"	"FLJ33814"	"FLJ33814 : coiled-coil domain containing 117"
"7018"	"H300021185"	"uc003xmi.1"	"AF286164"	"AF286164 : Homo sapiens Tandem PH Domain Containing Protein-2 mRNA, partial cds."
"7019"	"H300006976"	"NM_152464"	"C17orf32"	"C17orf32 : hypothetical protein LOC147007"
"7026"	"H300010075"	"NM_173666"	"DTWD2"	"DTWD2 : DTW domain containing 2"
"7029"	"H300001614"	"NM_173517"	"VKORC1L1"	"VKORC1L1 : vitamin K epoxide reductase complex, subunit"
"7038"	"H300015182"	"NM_199227"	"MAP1D"	"MAP1D : methionine aminopeptidase 1D"
"7041"	"H200020989"	"NM_130466"	"UBE3B"	"UBE3B : ubiquitin protein ligase E3B"
"7042"	"H300010797"	"uc001nrx.1"	"SYT7"	"SYT7 : Homo sapiens synaptotagmin VII mRNA, partial cds."
"7044"	"H300022103"	"NM_021020"	"LZTS1"	"LZTS1 : leucine zipper, putative tumor suppressor 1"
"7046"	"H300022623"	"uc003xlt.1"	"FGFR1"	"FGFR1 : fibroblast growth factor receptor 1 isoform 3"
"7053"	"H200021321"	"NM_004573"	"PLCB2"	"PLCB2 : phospholipase C, beta 2"
"7058"	"H300008773"	"NM_001645"	"APOC1"	"APOC1 : apolipoprotein C-I precursor"
"7067"	"H300018405"	"NM_019024"	"KIAA1414"	"KIAA1414 : HEAT repeat containing 5B"
"7069"	"H300019967"	"NM_016107"	"ZFR"	"ZFR : zinc finger RNA binding protein"
"7070"	"H300004120"	"NM_198472"	"C10orf125"	"C10orf125 : hypothetical protein LOC282969"
"7071"	"H300016922"	"uc002vlo.1"	"SPEG"	"SPEG : Striated muscle preferentially expressed protein kinase (EC 2.7.11.1) (Aortic preferentially expressed protein 1) (APEG-1)."
"7078"	"H200020229"	"NM_001017534"	"COP1"	"COP1 : caspase-1 dominant-negative inhibitor pseudo-ICE"
"7079"	"H200019469"	"NM_152288"	"MGC13024"	"MGC13024 : hypothetical protein LOC93129"
"7080"	"H200020163"	"NM_177938"	"PH-4"	"PH-4 : hypoxia-inducible factor prolyl 4-hydroxylase"
"7093"	"H200019825"	"NM_001031734"	"MGC19604"	"MGC19604 : hypothetical protein LOC112812 isoform 1"
"7099"	"H200019807"	"NM_178542"	"C17orf65"	"C17orf65 : hypothetical protein LOC339201"
"7103"	"H200019855"	"NM_004958"	"FRAP1"	"FRAP1 : FK506 binding protein 12-rapamycin associated"
"7105"	"H200020157"	"uc003pku.1"	"CR589962"	"CR589962 : Homo sapiens cDNA FLJ31626 fis, clone NT2RI2003317."
"7107"	"H200017551"	"NM_016391"	"HSPC111"	"HSPC111 : hypothetical protein LOC51491"
"7109"	"H200017575"	"NM_001033026"	"C19orf6"	"C19orf6 : membralin isoform 1"
"7117"	"H200017949"	"NM_015033"	"FNBP1"	"FNBP1 : formin binding protein 1"
"7125"	"H200017955"	"NM_024047"	"NUDT9"	"NUDT9 : nudix -type motif 9 isoform a"
"7128"	"H200019041"	"NM_000032"	"ALAS2"	"ALAS2 : aminolevulinate, delta-, synthase 2 isoform a"
"7130"	"H200019065"	"NM_007083"	"NUDT6"	"NUDT6 : nudix-type motif 6 isoform a"
"7132"	"H200019089"	"NM_031231"	"APBA2BP"	"APBA2BP : amyloid beta (A4) precursor protein-binding,"
"7134"	"H200019023"	"NM_031209"	"QTRT1"	"QTRT1 : queuine tRNA-ribosyltransferase 1 (tRNA-guanine"
"7140"	"H200019095"	"NM_001006617"	"MAPKAP1"	"MAPKAP1 : mitogen-activated protein kinase associated"
"7151"	"H200016381"	"NM_024913"	"FLJ21986"	"FLJ21986 : hypothetical protein LOC79974"
"7153"	"H200016405"	"NM_001004439"	"ITGA11"	"ITGA11 : N/A"
"7155"	"H200016429"	"NM_024513"	"FYCO1"	"FYCO1 : FYVE and coiled-coil domain containing 1"
"7161"	"H200016411"	"NM_012225"	"NUBP2"	"NUBP2 : nucleotide binding protein 2 (MinD homolog, E."
"7162"	"H200017195"	"NM_012398"	"PIP5K1C"	"PIP5K1C : phosphatidylinositol-4-phosphate 5-kinase, type"
"7164"	"H200017497"	"uc002jej.1"	"AL133585"	"AL133585 : Homo sapiens mRNA; cDNA DKFZp434E109 (from clone DKFZp434E109)."
"7165"	"H200016737"	"NM_005623"	"CCL8"	"CCL8 : small inducible cytokine A8 precursor"
"7166"	"H200017521"	"NM_006428"	"MRPL28"	"MRPL28 : mitochondrial ribosomal protein L28"
"7168"	"H200017545"	"NM_004045"	"ATOX1"	"ATOX1 : antioxidant protein 1"
"7170"	"H200017569"	"NM_015917"	"GSTK1"	"GSTK1 : glutathione transferase kappa 1"
"7172"	"H200017503"	"NM_014186"	"COMMD9"	"COMMD9 : COMM domain containing 9"
"7178"	"H200015223"	"NM_178815"	"ARL5B"	"ARL5B : ADP-ribosylation factor-like 8"
"7180"	"H200015247"	"NM_001077700"	"MIER1"	"MIER1 : mesoderm induction early response 1 isoform"
"7186"	"H200015597"	"NM_139159"	"DPP9"	"DPP9 : dipeptidylpeptidase 9"
"7190"	"H200015645"	"NM_023039"	"ANKRA2"	"ANKRA2 : ankyrin repeat, family A (RFXANK-like), 2"
"7192"	"H200015669"	"uc002fjq.1"	"FOXC2"	"FOXC2 : forkhead box C2"
"7196"	"H200015627"	"NM_024901"	"DENND2D"	"DENND2D : DENN/MADD domain containing 2D"
"7198"	"H200015651"	"NM_018479"	"ECHDC1"	"ECHDC1 : enoyl Coenzyme A hydratase domain containing 1"
"7200"	"H200015675"	"NM_178829"	"C7orf34"	"C7orf34 : hypothetical protein LOC135927"
"7201"	"H200014915"	"NM_005650"	"TCF20"	"TCF20 : transcription factor 20 isoform 1"
"7205"	"H200015241"	"NM_145294"	"KIAA1924"	"KIAA1924 : WD repeat domain 90"
"7209"	"H200012937"	"uc002fyz.1"	"AK057919"	"AK057919 : Homo sapiens cDNA FLJ30884 fis, clone FEBRA2004914."
"7211"	"H200012961"	"NM_017712"	"PGPEP1"	"PGPEP1 : pyroglutamyl-peptidase I"
"7213"	"H200012985"	"NM_013246"	"CLCF1"	"CLCF1 : cardiotrophin-like cytokine factor 1"
"7218"	"H200013727"	"uc002lsf.1"	"NDUFS7"	"NDUFS7 : Homo sapiens clone 016d03 My017 protein mRNA, complete cds."
"7219"	"H200012967"	"NM_020407"	"RHBG"	"RHBG : Rhesus blood group, B glycoprotein"
"7220"	"H200013751"	"NM_005800"	"USPL1"	"USPL1 : ubiquitin specific peptidase like 1"
"7222"	"H200013775"	"NM_021132"	"PPP3CB"	"PPP3CB : protein phosphatase 3 (formerly 2B), catalytic"
"7224"	"H200014077"	"NM_005326"	"HAGH"	"HAGH : hydroxyacyl glutathione hydrolase isoform 1"
"7228"	"H200014125"	"NM_015042"	"ZNF609"	"ZNF609 : zinc finger protein 609"
"7229"	"H200013365"	"NM_030961"	"TRIM56"	"TRIM56 : tripartite motif-containing 56"
"7230"	"H200014149"	"NM_003614"	"GALR3"	"GALR3 : galanin receptor 3"
"7232"	"H200014083"	"NM_002811"	"PSMD7"	"PSMD7 : proteasome 26S non-ATPase subunit 7"
"7234"	"H200014107"	"NM_012203"	"GRHPR"	"GRHPR : glyoxylate reductase/hydroxypyruvate reductase"
"7235"	"H200013347"	"NM_207309"	"UAP1L1"	"UAP1L1 : UDP-N-acteylglucosamine pyrophosphorylase 1-like"
"7236"	"H200014131"	"NM_003409"	"ZFP161"	"ZFP161 : zinc finger protein 161 homolog"
"7238"	"H200014155"	"NM_014452"	"TNFRSF21"	"TNFRSF21 : tumor necrosis factor receptor superfamily,"
"7247"	"H200011417"	"NM_022830"	"RBM21"	"RBM21 : RNA binding motif protein 21"
"7250"	"H200012225"	"NM_000735"	"CGA"	"CGA : glycoprotein hormones, alpha polypeptide"
"7252"	"H200012249"	"NM_001004426"	"PLA2G6"	"PLA2G6 : phospholipase A2, group VI isoform b"
"7253"	"H200011489"	"NM_004819"	"SYMPK"	"SYMPK : symplekin"
"7256"	"H200012207"	"NM_001280"	"CIRBP"	"CIRBP : cold inducible RNA binding protein"
"7258"	"H200012231"	"NM_015651"	"PHF19"	"PHF19 : PHD finger protein 19 isoform a"
"7260"	"H200012255"	"NM_018638"	"ETNK1"	"ETNK1 : ethanolamine kinase 1 isoform A"
"7261"	"H200011495"	"NM_016619"	"PLAC8"	"PLAC8 : placenta-specific 8"
"7263"	"H200011797"	"NM_021964"	"ZNF148"	"ZNF148 : zinc finger protein 148 (pHZ-52)"
"7264"	"H200012581"	"NM_014473"	"HSA9761"	"HSA9761 : dimethyladenosine transferase"
"7265"	"H200011821"	"uc003tau.1"	"NR_002186"	"NR_002186 : Homo sapiens cDNA FLJ31332 fis, clone MAMGL1000096."
"7271"	"H200011803"	"NM_021251"	"CAPN10"	"CAPN10 : calpain 10 isoform h"
"7272"	"H200012587"	"NM_004299"	"ABCB7"	"ABCB7 : ATP-binding cassette, sub-family B, member 7"
"7278"	"H200010307"	"NM_170782"	"KCNN3"	"KCNN3 : small conductance calcium-activated potassium"
